Name,Category,Variation,DIY,Buy,Sell,Color 1,Color 2,Source,Seasonal Availability,Mannequin Piece,Style,Villager Equippable
checkered chesterfield coat,tops,Brown,No,2380,595,Brown,Beige,Able Sisters,Winter,No,Elegant,Yes
checkered chesterfield coat,tops,Green,No,2380,595,Green,White,Able Sisters,Winter,Yes,Elegant,Yes
checkered chesterfield coat,tops,Blue,No,2380,595,Light blue,Black,Able Sisters,Winter,No,Elegant,Yes
checkered chesterfield coat,tops,Gray,No,2380,595,Gray,Blue,Able Sisters,Winter,No,Elegant,Yes
checkered muffler,tops,White,No,1440,360,White,Blue,Able Sisters,Winter,No,Simple,Yes
checkered muffler,tops,Gray,No,1440,360,Gray,Brown,Able Sisters,Winter,No,Simple,Yes
checkered muffler,tops,Brown,No,1440,360,Brown,Yellow,Able Sisters,Winter,No,Simple,Yes
checkered muffler,tops,Camel,No,1440,360,Beige,Red,Able Sisters,Winter,Yes,Simple,Yes
chef's outfit,tops,Red,No,1680,420,White,Red,Able Sisters,All Year,No,Simple,Yes
chef's outfit,tops,Blue,No,1680,420,White,Blue,Able Sisters,All Year,No,Simple,Yes
chef's outfit,tops,Green,No,1680,420,White,Green,Able Sisters,All Year,No,Simple,Yes
chef's outfit,tops,Yellow,No,1680,420,White,Yellow,Able Sisters,All Year,No,Simple,Yes
chef's outfit,tops,Orange,No,1680,420,White,Orange,Able Sisters,All Year,No,Simple,Yes
chef's outfit,tops,Brown,No,1680,420,White,Brown,Able Sisters,All Year,No,Simple,Yes
chef's outfit,tops,Black,No,1680,420,White,Black,Able Sisters,All Year,No,Simple,Yes
chesterfield coat,tops,Camel,No,2320,580,Beige,Black,Able Sisters,Winter,No,Cool,Yes
chesterfield coat,tops,Brown,No,2320,580,Brown,Red,Able Sisters,Winter,No,Cool,Yes
chesterfield coat,tops,Black,No,2320,580,Black,Gray,Able Sisters,Winter,Yes,Cool,Yes
chesterfield coat,tops,Gray,No,2320,580,Gray,Green,Able Sisters,Winter,No,Cool,Yes
chick tee,tops,,No,800,200,White,Light blue,Able Sisters,Summer,No,Simple,Yes
Chimayo vest,tops,Navy blue,No,1120,280,Blue,Red,Able Sisters,All Year,No,Elegant,Yes
Chimayo vest,tops,Red,No,1120,280,Red,Green,Able Sisters,All Year,No,Elegant,Yes
Chimayo vest,tops,White,No,1120,280,White,Blue,Able Sisters,All Year,No,Elegant,Yes
Chimayo vest,tops,Light blue,No,1120,280,Light blue,Gray,Able Sisters,All Year,No,Elegant,Yes
ciao tee,tops,,No,640,160,Red,White,Nook Shopping Catalog,All Year,No,Simple,Yes
coatigan,tops,Purple,No,2380,595,Purple,White,Able Sisters,Winter,Yes,Elegant,Yes
coatigan,tops,Pink,No,2380,595,Pink,White,Able Sisters,Winter,No,Elegant,Yes
coatigan,tops,Light blue,No,2380,595,Light blue,White,Able Sisters,Winter,No,Elegant,Yes
coatigan,tops,Gray,No,2380,595,Gray,White,Able Sisters,Winter,No,Elegant,Yes
coatigan,tops,Green,No,2380,595,Green,White,Able Sisters,Winter,No,Elegant,Yes
collarless coat,tops,Gray,No,2000,500,Gray,Black,Able Sisters,All Year,Yes,Simple,Yes
collarless coat,tops,Beige,No,2000,500,Beige,Black,Able Sisters,All Year,No,Simple,Yes
collarless coat,tops,Pink,No,2000,500,Pink,Black,Able Sisters,All Year,No,Simple,Yes
collarless shirt,tops,Black,No,960,240,Black,Black,Able Sisters,All Year,No,Simple,Yes
collarless shirt,tops,White,No,960,240,White,White,Able Sisters,All Year,Yes,Simple,Yes
college cardigan,tops,Navy blue,No,1200,300,Blue,Yellow,Able Sisters,All Year,No,Simple,Yes
college cardigan,tops,Red,No,1200,300,Red,Orange,Able Sisters,All Year,No,Simple,Yes
college cardigan,tops,Gray,No,1200,300,Gray,Blue,Able Sisters,All Year,No,Simple,Yes
college cardigan,tops,Orange,No,1200,300,Orange,Blue,Able Sisters,All Year,No,Simple,Yes
college cardigan,tops,White,No,1200,300,White,Yellow,Able Sisters,All Year,No,Simple,Yes
color-block dress shirt,tops,Blue,No,960,240,Light blue,Blue,Able Sisters,All Year,Yes,Simple,Yes
color-block dress shirt,tops,Red,No,960,240,Red,Brown,Able Sisters,All Year,No,Simple,Yes
color-block dress shirt,tops,Green,No,960,240,Green,Green,Able Sisters,All Year,No,Simple,Yes
color-block dress shirt,tops,Purple,No,960,240,Pink,Purple,Able Sisters,All Year,No,Simple,Yes
color-block dress shirt,tops,Yellow,No,960,240,Yellow,Green,Able Sisters,All Year,No,Simple,Yes
color-block dress shirt,tops,Gray,No,960,240,Gray,Black,Able Sisters,All Year,No,Simple,Yes
colorful striped sweater,tops,"Navy, light blue & pink",No,1200,300,Blue,Red,Able Sisters,All Year,No,Elegant,Yes
colorful striped sweater,tops,"White, blue & green",No,1200,300,White,Blue,Able Sisters,All Year,No,Elegant,Yes
colorful striped sweater,tops,"White, yellow & red",No,1200,300,White,Red,Able Sisters,All Year,No,Elegant,Yes
colorful striped sweater,tops,"Black, coral & pink",No,1200,300,Pink,Black,Able Sisters,All Year,No,Elegant,Yes
colorful striped sweater,tops,"Orange, yellow & black",No,1200,300,Brown,Black,Able Sisters,All Year,No,Elegant,Yes
colorful striped sweater,tops,"Gray, white & light blue",No,1200,300,Gray,Light blue,Able Sisters,All Year,No,Elegant,Yes
comedian's outfit,tops,Orange,No,2500,625,Orange,Green,Able Sisters,All Year,No,Gorgeous,Yes
comedian's outfit,tops,Blue,No,2500,625,Blue,Purple,Able Sisters,All Year,No,Gorgeous,Yes
comedian's outfit,tops,Red,No,2500,625,Red,Orange,Able Sisters,All Year,No,Gorgeous,Yes
comedian's outfit,tops,Yellow,No,2500,625,Yellow,Green,Able Sisters,All Year,No,Gorgeous,Yes
comedian's outfit,tops,Green,No,2500,625,Green,Light blue,Able Sisters,All Year,No,Gorgeous,Yes
comedian's outfit,tops,Purple,No,2500,625,Purple,Red,Able Sisters,All Year,No,Gorgeous,Yes
comedian's outfit,tops,Aquamarine,No,2500,625,Green,Blue,Able Sisters,All Year,No,Gorgeous,Yes
comedian's outfit,tops,White,No,2500,625,White,Green,Able Sisters,All Year,No,Gorgeous,Yes
Coral Nook Inc. aloha shirt,tops,,No,NFS,3000,Pink,White,Nook Miles Shop,All Year,No,Simple,Yes
coverall coat,tops,Avocado,No,1120,280,Green,Orange,Able Sisters,Winter,No,Simple,Yes
coverall coat,tops,Navy blue,No,1120,280,Blue,Beige,Able Sisters,Winter,No,Simple,Yes
coverall coat,tops,Beige,No,1120,280,Beige,Brown,Able Sisters,Winter,No,Simple,Yes
coverall coat,tops,Red,No,1120,280,Red,Brown,Able Sisters,Winter,No,Simple,Yes
cowboy shirt,tops,White,No,2100,525,Beige,Blue,Able Sisters,All Year,No,Simple,Yes
cowboy shirt,tops,Red,No,2100,525,Red,Brown,Able Sisters,All Year,Yes,Simple,Yes
cowboy shirt,tops,Blue,No,2100,525,Blue,Black,Able Sisters,All Year,No,Simple,Yes
cowboy shirt,tops,Light blue,No,2100,525,Light blue,Green,Able Sisters,All Year,No,Simple,Yes
cowboy shirt,tops,Brown,No,2100,525,Orange,Brown,Able Sisters,All Year,No,Simple,Yes
cycling shirt,tops,Blue & white,No,1200,300,White,Blue,Able Sisters,All Year,No,Active,Yes
cycling shirt,tops,Black & blue,No,1200,300,Blue,Black,Able Sisters,All Year,No,Active,Yes
cycling shirt,tops,Black & red,No,1200,300,Red,Black,Able Sisters,All Year,No,Active,Yes
cycling shirt,tops,Yellow & black,No,1200,300,Black,Yellow,Able Sisters,All Year,No,Active,Yes
cycling shirt,tops,Red & green,No,1200,300,Green,Red,Able Sisters,All Year,No,Active,Yes
cycling shirt,tops,Red & orange,No,1200,300,Orange,Gray,Able Sisters,All Year,No,Active,Yes
cycling shirt,tops,Lime & light blue,No,1200,300,Light blue,Purple,Able Sisters,All Year,No,Active,Yes
cycling shirt,tops,Purple & pink,No,1200,300,Pink,Purple,Able Sisters,All Year,No,Active,Yes
DAL apron,tops,,No,NFS,1010,Blue,White,Dodo Airlines,All Year,No,Simple,Yes
DAL pilot jacket,tops,,No,NFS,1010,Green,Green,Dodo Airlines,All Year,No,Cool,Yes
DAL tee,tops,,No,NFS,1010,Blue,White,Dodo Airlines,All Year,No,Simple,Yes
dance-team jacket,tops,Black,No,1680,420,Black,Yellow,Able Sisters,All Year,Yes,Active,Yes
dance-team jacket,tops,White,No,1680,420,White,Yellow,Able Sisters,All Year,No,Active,Yes
dance-team jacket,tops,Purple,No,1680,420,Purple,Yellow,Able Sisters,All Year,No,Active,Yes
dance-team jacket,tops,Red,No,1680,420,Red,Yellow,Able Sisters,All Year,No,Active,Yes
danger tank,tops,,No,640,160,Yellow,Black,Nook Shopping Catalog,Summer,No,Active,Yes
denim jacket,tops,Blue,No,1400,350,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
denim jacket,tops,Light blue,No,1400,350,Light blue,Light blue,Able Sisters,All Year,No,Simple,Yes
denim jacket,tops,Navy blue,No,1400,350,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
denim jacket,tops,Black,No,1400,350,Black,Black,Able Sisters,All Year,No,Simple,Yes
denim jacket,tops,White,No,1400,350,White,White,Able Sisters,All Year,No,Simple,Yes
denim vest,tops,Washed out,No,1120,280,Light blue,White,Able Sisters,Summer,No,Active,Yes
denim vest,tops,Blue,No,1120,280,Blue,White,Able Sisters,Summer,No,Active,Yes
denim vest,tops,Navy blue,No,1120,280,Blue,White,Able Sisters,Summer,No,Active,Yes
denim vest,tops,Black,No,1120,280,Black,White,Able Sisters,Summer,No,Active,Yes
denim vest,tops,White,No,1120,280,White,White,Able Sisters,Summer,No,Active,Yes
detective's coat,tops,Brown,No,2500,625,Brown,Brown,Able Sisters,All Year,No,Elegant,Yes
detective's coat,tops,Gray,No,2500,625,Gray,Gray,Able Sisters,All Year,No,Elegant,Yes
detective's coat,tops,Beige,No,2500,625,Beige,Beige,Able Sisters,All Year,No,Elegant,Yes
diner apron,tops,Pink,No,840,210,Pink,White,Able Sisters,All Year,No,Active,Yes
diner apron,tops,Red,No,840,210,Red,White,Able Sisters,All Year,No,Active,Yes
diner apron,tops,Blue,No,840,210,Blue,White,Able Sisters,All Year,No,Active,Yes
diner apron,tops,Yellow,No,840,210,Yellow,White,Able Sisters,All Year,No,Active,Yes
diner apron,tops,Aquamarine,No,840,210,Green,White,Able Sisters,All Year,No,Active,Yes
diner apron,tops,Cream,No,840,210,Beige,White,Able Sisters,All Year,No,Active,Yes
diner apron,tops,Black,No,840,210,Black,White,Able Sisters,All Year,No,Active,Yes
doctor's coat,tops,Red necktie,No,2160,540,White,Red,Able Sisters,All Year,No,Simple,Yes
doctor's coat,tops,Black necktie,No,2160,540,White,Black,Able Sisters,All Year,No,Simple,Yes
dolly shirt,tops,Pink,No,960,240,Pink,Pink,Able Sisters,Summer,No,Cute,Yes
dolly shirt,tops,Blue,No,960,240,Light blue,Blue,Able Sisters,Summer,No,Cute,Yes
dolly shirt,tops,Yellow,No,960,240,Yellow,Orange,Able Sisters,Summer,No,Cute,Yes
dolly shirt,tops,Purple,No,960,240,Purple,Pink,Able Sisters,Summer,No,Cute,Yes
dotted raincoat,tops,Light blue,No,1600,400,Light blue,Pink,Able Sisters,All Year,No,Cute,Yes
dotted raincoat,tops,Pink,No,1600,400,Pink,Orange,Able Sisters,All Year,No,Cute,Yes
dotted raincoat,tops,Green,No,1600,400,Green,Yellow,Able Sisters,All Year,No,Cute,Yes
dotted raincoat,tops,Blue,No,1600,400,Blue,Green,Able Sisters,All Year,No,Cute,Yes
dotted raincoat,tops,Turquoise,No,1600,400,Light blue,Yellow,Able Sisters,All Year,No,Cute,Yes
dotted raincoat,tops,Gray,No,1600,400,Gray,Yellow,Able Sisters,All Year,No,Cute,Yes
doublet,tops,Black,No,1520,380,Black,White,Able Sisters,All Year,No,Simple,Yes
doublet,tops,Blue,No,1520,380,Blue,White,Able Sisters,All Year,No,Simple,Yes
doublet,tops,Green,No,1520,380,Green,White,Able Sisters,All Year,No,Simple,Yes
doublet,tops,Red,No,1520,380,Red,White,Able Sisters,All Year,No,Simple,Yes
down jacket,tops,Blue,No,1120,280,Blue,Blue,Able Sisters,Winter,No,Active,Yes
down jacket,tops,Black,No,1120,280,Black,Black,Able Sisters,Winter,No,Active,Yes
down jacket,tops,Red,No,1120,280,Red,Red,Able Sisters,Winter,No,Active,Yes
down jacket,tops,White,No,1120,280,White,White,Able Sisters,Winter,No,Active,Yes
down jacket,tops,Green,No,1120,280,Green,Green,Able Sisters,Winter,No,Active,Yes
down jacket,tops,Yellow,No,1120,280,Yellow,Yellow,Able Sisters,Winter,No,Active,Yes
down jacket,tops,Orange,No,1120,280,Orange,Orange,Able Sisters,Winter,No,Active,Yes
down jacket,tops,Lime,No,1120,280,Green,Green,Able Sisters,Winter,No,Active,Yes
down ski jacket,tops,Red & yellow,No,1680,420,Red,Yellow,Able Sisters,Winter,No,Active,Yes
down ski jacket,tops,Blue & green,No,1680,420,Blue,Green,Able Sisters,Winter,Yes,Active,Yes
down ski jacket,tops,Navy & blue,No,1680,420,Blue,Light blue,Able Sisters,Winter,No,Active,Yes
down ski jacket,tops,Navy & red,No,1680,420,Blue,Red,Able Sisters,Winter,No,Active,Yes
dragon jacket,tops,,No,2000,500,Black,Yellow,Able Sisters,Winter,Yes,Active,Yes
dreamy sweater,tops,Pink,No,1440,360,Pink,Light blue,Able Sisters,Winter,No,Cute,Yes
dreamy sweater,tops,Blue,No,1440,360,Blue,Purple,Able Sisters,Winter,No,Cute,Yes
dress shirt,tops,White,No,560,140,White,White,Able Sisters,All Year,No,Simple,Yes
dress shirt,tops,Gray,No,560,140,Gray,Gray,Able Sisters,All Year,No,Simple,Yes
dress shirt,tops,Mint,No,560,140,Green,Green,Able Sisters,All Year,No,Simple,Yes
dress shirt,tops,Pink,No,560,140,Pink,Pink,Able Sisters,All Year,No,Simple,Yes
dress shirt,tops,Blue,No,560,140,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
earbuds combo,tops,Brown,No,1400,350,Brown,Black,Able Sisters,All Year,Yes,Cool,Yes
earbuds combo,tops,Green,No,1400,350,Green,Black,Able Sisters,All Year,No,Cool,Yes
earbuds combo,tops,Blue,No,1400,350,Blue,Black,Able Sisters,All Year,No,Cool,Yes
earbuds combo,tops,Yellow,No,1400,350,Yellow,Black,Able Sisters,All Year,No,Cool,Yes
eight-ball tee,tops,,No,560,140,Black,White,Nook Shopping Catalog,All Year,No,Active,Yes
emblem blazer,tops,Green,No,1960,490,Green,Red,Able Sisters,All Year,No,Elegant,Yes
emblem blazer,tops,Navy blue,No,1960,490,Blue,Blue,Able Sisters,All Year,No,Elegant,Yes
emblem blazer,tops,Beige,No,1960,490,Brown,Green,Able Sisters,All Year,No,Elegant,Yes
emblem blazer,tops,Berry red,No,1960,490,Red,Pink,Able Sisters,All Year,No,Elegant,Yes
embroidered tank,tops,Red,No,960,240,Red,White,Able Sisters,Summer,No,Cute,Yes
embroidered tank,tops,Purple,No,960,240,Purple,White,Able Sisters,Summer,No,Cute,Yes
embroidered tank,tops,Blue,No,960,240,Blue,White,Able Sisters,Summer,No,Cute,Yes
embroidered tank,tops,Pink,No,960,240,Pink,White,Able Sisters,Summer,No,Cute,Yes
embroidered tank,tops,Green,No,960,240,Green,White,Able Sisters,Summer,No,Cute,Yes
embroidered tank,tops,Beige,No,960,240,Orange,White,Able Sisters,Summer,No,Cute,Yes
embroidered tank,tops,Navy blue,No,960,240,Blue,White,Able Sisters,Summer,No,Cute,Yes
energetic sweater,tops,Yellow,No,960,240,Yellow,Light blue,Able Sisters,All Year,No,Simple,Yes
energetic sweater,tops,Light blue,No,960,240,Light blue,Pink,Able Sisters,All Year,No,Simple,Yes
energetic sweater,tops,Purple,No,960,240,Purple,Green,Able Sisters,All Year,No,Simple,Yes
energetic sweater,tops,Pink,No,960,240,Pink,Yellow,Able Sisters,All Year,No,Simple,Yes
explorer shirt,tops,Camel,No,1120,280,Beige,Orange,Able Sisters,All Year,Yes,Active,Yes
explorer shirt,tops,Avocado,No,1120,280,Green,Red,Able Sisters,All Year,No,Active,Yes
explorer shirt,tops,Beige,No,1120,280,Gray,Green,Able Sisters,All Year,No,Active,Yes
explorer shirt,tops,Blue,No,1120,280,Blue,Yellow,Able Sisters,All Year,No,Active,Yes
faux-hair sweater,tops,Red,No,1200,300,Red,Black,Able Sisters,Winter,Yes,Cool,Yes
faux-hair sweater,tops,White,No,1200,300,White,Black,Able Sisters,Winter,No,Cool,Yes
faux-shearling coat,tops,Beige,No,1680,420,Beige,White,Able Sisters,Winter,No,Elegant,Yes
faux-shearling coat,tops,Pink,No,1680,420,Pink,White,Able Sisters,Winter,Yes,Elegant,Yes
faux-shearling coat,tops,Green,No,1680,420,Green,White,Able Sisters,Winter,No,Elegant,Yes
faux-shearling coat,tops,Black,No,1680,420,Black,White,Able Sisters,Winter,No,Elegant,Yes
faux-shearling coat,tops,Gray,No,1680,420,Gray,White,Able Sisters,Winter,No,Elegant,Yes
fischerhemd,tops,,No,1800,450,Blue,Red,Able Sisters,All Year,Yes,Simple,Yes
fish-print tee,tops,,No,NFS,160,Beige,Yellow,Fishing Tourney,All Year,No,Simple,Yes
fishing vest,tops,Red,No,1440,360,Red,White,Able Sisters,All Year,No,Active,Yes
fishing vest,tops,Blue,No,1440,360,Blue,White,Able Sisters,All Year,No,Active,Yes
fishing vest,tops,Orange,No,1440,360,Orange,White,Able Sisters,All Year,No,Active,Yes
fishing vest,tops,Purple,No,1440,360,Purple,White,Able Sisters,All Year,No,Active,Yes
fishing vest,tops,Black,No,1440,360,Black,White,Able Sisters,All Year,No,Active,Yes
fishing vest,tops,Pink,No,1440,360,Pink,White,Able Sisters,All Year,No,Active,Yes
fishing vest,tops,Green,No,1440,360,Green,White,Able Sisters,All Year,No,Active,Yes
fishing vest,tops,Avocado,No,1440,360,Green,White,Able Sisters,All Year,No,Active,Yes
fitness tank,tops,Mint,No,800,200,Green,Black,Able Sisters,All Year,No,Active,Yes
fitness tank,tops,Pink,No,800,200,Pink,Black,Able Sisters,All Year,No,Active,Yes
fitness tank,tops,Light blue,No,800,200,Light blue,Black,Able Sisters,All Year,No,Active,Yes
fitness tank,tops,Orange,No,800,200,Orange,Black,Able Sisters,All Year,No,Active,Yes
fitness tank,tops,Black,No,800,200,Black,Black,Able Sisters,All Year,No,Active,Yes
fitness tank,tops,Yellow,No,800,200,Yellow,Black,Able Sisters,All Year,No,Active,Yes
fitness tank,tops,Red,No,800,200,Red,Black,Able Sisters,All Year,No,Active,Yes
fitness tank,tops,Purple,No,800,200,Purple,Black,Able Sisters,All Year,Yes,Active,Yes
five-ball tee,tops,,No,560,140,Orange,White,Nook Shopping Catalog,All Year,No,Active,Yes
flame tee,tops,,No,800,200,Red,Black,Able Sisters,Summer,No,Active,Yes
flannel shirt,tops,Red,No,1200,300,Red,Black,Able Sisters,All Year,No,Simple,Yes
flannel shirt,tops,Green,No,1200,300,Green,Black,Able Sisters,All Year,No,Simple,Yes
flannel shirt,tops,Blue,No,1200,300,Blue,Black,Able Sisters,All Year,No,Simple,Yes
flannel shirt,tops,Beige,No,1200,300,Beige,Black,Able Sisters,All Year,No,Simple,Yes
flannel shirt,tops,Purple,No,1200,300,Purple,Black,Able Sisters,All Year,No,Simple,Yes
flashy cardigan,tops,Red,No,1200,300,Red,Colorful,Able Sisters,All Year,No,Gorgeous,Yes
flashy cardigan,tops,Blue,No,1200,300,Blue,Colorful,Able Sisters,All Year,No,Gorgeous,Yes
flashy jacket,tops,White,No,1960,490,White,Red,Able Sisters,All Year,No,Gorgeous,Yes
flashy jacket,tops,Black,No,1960,490,Black,Yellow,Able Sisters,All Year,No,Gorgeous,Yes
flashy jacket,tops,Purple,No,1960,490,Purple,Blue,Able Sisters,All Year,No,Gorgeous,Yes
flashy jacket,tops,Berry red,No,1960,490,Red,Black,Able Sisters,All Year,No,Gorgeous,Yes
flashy jacket,tops,Aquamarine,No,1960,490,Green,Green,Able Sisters,All Year,No,Gorgeous,Yes
flashy jacket,tops,Yellow,No,1960,490,Yellow,Purple,Able Sisters,All Year,No,Gorgeous,Yes
flight jacket,tops,Brown,No,1680,420,Brown,Beige,Able Sisters,Winter,Yes,Cool,Yes
flight jacket,tops,Black,No,1680,420,Black,Gray,Able Sisters,Winter,No,Cool,Yes
flight jacket,tops,Avocado,No,1680,420,Green,Orange,Able Sisters,Winter,No,Cool,Yes
flower sweater,tops,Red,No,1200,300,Red,White,Able Sisters,Winter,No,Cute,Yes
flower sweater,tops,Green,No,1200,300,Green,Orange,Able Sisters,Winter,No,Cute,Yes
flower sweater,tops,White,No,1200,300,White,Red,Able Sisters,Winter,No,Cute,Yes
flower sweater,tops,Yellow,No,1200,300,Yellow,Red,Able Sisters,Winter,No,Cute,Yes
folk shirt,tops,Red,No,1300,325,Red,Beige,Able Sisters,Winter,No,Simple,Yes
folk shirt,tops,Brown,No,1300,325,Brown,Yellow,Able Sisters,Winter,No,Simple,Yes
folk shirt,tops,Blue,No,1300,325,Light blue,Gray,Able Sisters,Winter,No,Simple,Yes
football shirt,tops,Green,No,1120,280,Green,White,Able Sisters,All Year,No,Active,Yes
football shirt,tops,White,No,1120,280,White,Black,Able Sisters,All Year,No,Active,Yes
football shirt,tops,Yellow,No,1120,280,Yellow,Black,Able Sisters,All Year,No,Active,Yes
football shirt,tops,Berry red,No,1120,280,Red,White,Able Sisters,All Year,No,Active,Yes
football shirt,tops,Blue,No,1120,280,Blue,White,Able Sisters,All Year,No,Active,Yes
football shirt,tops,Turquoise,No,1120,280,Green,Black,Able Sisters,All Year,No,Active,Yes
football shirt,tops,Red,No,1120,280,Orange,Black,Able Sisters,All Year,No,Active,Yes
football shirt,tops,Black,No,1120,280,Black,White,Able Sisters,All Year,No,Active,Yes
four-ball tee,tops,Purple,No,560,140,Purple,White,Nook Shopping Catalog,All Year,No,Active,Yes
frog tee,tops,,No,640,160,Beige,Green,Nook Shopping Catalog,All Year,No,Active,Yes
front-tie button-down shirt,tops,Blue,No,800,200,Blue,Blue,Able Sisters,Summer,No,Active,Yes
front-tie button-down shirt,tops,Pink,No,800,200,Pink,Pink,Able Sisters,Summer,Yes,Active,Yes
front-tie button-down shirt,tops,Yellow,No,800,200,Yellow,Yellow,Able Sisters,Summer,Yes,Active,Yes
front-tie button-down shirt,tops,Gray,No,800,200,Gray,Gray,Able Sisters,Summer,No,Active,Yes
front-tie tee,tops,Black,No,640,160,Black,Black,Able Sisters,Summer,No,Active,Yes
front-tie tee,tops,White,No,640,160,White,White,Able Sisters,Summer,No,Active,Yes
front-tie tee,tops,Red,No,640,160,Red,Red,Able Sisters,Summer,Yes,Active,Yes
front-tie tee,tops,Lime,No,640,160,Yellow,Yellow,Able Sisters,Summer,No,Active,Yes
fuzzy vest,tops,Navy blue,No,1300,325,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
fuzzy vest,tops,Beige,No,1300,325,Beige,Beige,Able Sisters,All Year,No,Simple,Yes
fuzzy vest,tops,Brown,No,1300,325,Brown,Brown,Able Sisters,All Year,No,Simple,Yes
fuzzy vest,tops,Green,No,1300,325,Green,Green,Able Sisters,All Year,No,Simple,Yes
fuzzy vest,tops,Red,No,1300,325,Red,Gray,Able Sisters,All Year,No,Simple,Yes
garden tank,tops,Pink,No,1120,280,Pink,Pink,Able Sisters,Summer,No,Cute,Yes
garden tank,tops,Blue,No,1120,280,Blue,Purple,Able Sisters,Summer,No,Cute,Yes
garden tank,tops,Orange,No,1120,280,Orange,Orange,Able Sisters,Summer,No,Cute,Yes
garden tank,tops,Green,No,1120,280,Green,Green,Able Sisters,Summer,No,Cute,Yes
gilet and shirt,tops,Black,No,1120,280,Black,White,Able Sisters,Summer,Yes,Cool,Yes
gilet and shirt,tops,Blue,No,1120,280,Blue,White,Able Sisters,Summer,No,Cool,Yes
gilet and shirt,tops,Red,No,1120,280,Red,Black,Able Sisters,Summer,No,Cool,Yes
gilet and shirt,tops,Gray,No,1120,280,Gray,Black,Able Sisters,Summer,No,Cool,Yes
gingham picnic shirt,tops,Red,No,960,240,Red,White,Able Sisters,All Year,No,Simple,Yes
gingham picnic shirt,tops,Green,No,960,240,Green,White,Able Sisters,All Year,No,Simple,Yes
gingham picnic shirt,tops,Blue,No,960,240,Blue,White,Able Sisters,All Year,No,Simple,Yes
gingham picnic shirt,tops,Gray,No,960,240,Black,White,Able Sisters,All Year,No,Simple,Yes
gingham picnic shirt,tops,Orange,No,960,240,Orange,White,Able Sisters,All Year,No,Simple,Yes
gingham picnic shirt,tops,Pink,No,960,240,Pink,White,Able Sisters,All Year,No,Simple,Yes
gingham picnic shirt,tops,Purple,No,960,240,Purple,White,Able Sisters,All Year,No,Simple,Yes
gingham picnic shirt,tops,Light blue,No,960,240,Light blue,White,Able Sisters,All Year,No,Simple,Yes
gold-print tee,tops,Black,No,1120,280,Black,Yellow,Able Sisters,Summer,No,Cool,Yes
gold-print tee,tops,White,No,1120,280,White,Yellow,Able Sisters,Summer,No,Cool,Yes
gown coat,tops,Brown,No,2000,500,Brown,Brown,Able Sisters,Winter,No,Elegant,Yes
gown coat,tops,Black,No,2000,500,Black,Black,Able Sisters,Winter,No,Elegant,Yes
gown coat,tops,Blue,No,2000,500,Light blue,Blue,Able Sisters,Winter,No,Elegant,Yes
gown coat,tops,Red,No,2000,500,Red,Brown,Able Sisters,Winter,No,Elegant,Yes
graduation gown,tops,Red,No,3360,840,Black,Red,Able Sisters,All Year,No,Simple,Yes
graduation gown,tops,Green,No,3360,840,Black,Green,Able Sisters,All Year,No,Simple,Yes
graduation gown,tops,Blue,No,3360,840,Black,Blue,Able Sisters,All Year,No,Simple,Yes
graduation gown,tops,Yellow,No,3360,840,Black,Yellow,Able Sisters,All Year,No,Simple,Yes
Green Nook Inc. aloha shirt,tops,,No,NFS,3000,Green,White,Nook Miles Shop,All Year,No,Simple,Yes
groovy shirt,tops,Orange,No,1440,360,Orange,Orange,Able Sisters,All Year,No,Cool,Yes
groovy shirt,tops,Green,No,1440,360,Green,Green,Able Sisters,All Year,No,Cool,Yes
groovy shirt,tops,Red,No,1440,360,Red,Red,Able Sisters,All Year,No,Cool,Yes
groovy tunic,tops,Orange,No,1680,420,Orange,Beige,Able Sisters,All Year,Yes,Active,Yes
groovy tunic,tops,Brown,No,1680,420,Brown,Blue,Able Sisters,All Year,No,Active,Yes
groovy tunic,tops,Camel,No,1680,420,Beige,Pink,Able Sisters,All Year,No,Active,Yes
guayabera shirt,tops,Green,No,1120,280,Green,Green,Able Sisters,Summer,No,Cool,Yes
guayabera shirt,tops,Red,No,1120,280,Red,Red,Able Sisters,Summer,No,Cool,Yes
guayabera shirt,tops,Brown,No,1120,280,Brown,Brown,Able Sisters,Summer,No,Cool,Yes
guayabera shirt,tops,Blue,No,1120,280,Blue,Blue,Able Sisters,Summer,Yes,Cool,Yes
guide shirt,tops,Green,No,800,200,White,Green,Able Sisters,All Year,No,Simple,Yes
guide shirt,tops,Red,No,800,200,White,Red,Able Sisters,All Year,No,Simple,Yes
guide shirt,tops,Yellow,No,800,200,White,Yellow,Able Sisters,All Year,No,Simple,Yes
gym tee,tops,Red,No,640,160,White,Red,Able Sisters,All Year,No,Active,Yes
gym tee,tops,Blue,No,640,160,White,Blue,Able Sisters,All Year,No,Active,Yes
gym tee,tops,Green,No,640,160,White,Green,Able Sisters,All Year,No,Active,Yes
gym tee,tops,Black,No,640,160,White,Black,Able Sisters,All Year,No,Active,Yes
hallo tee,tops,,No,640,160,Black,Orange,Nook Shopping Catalog,All Year,No,Simple,Yes
hand-knit tank,tops,Camel,No,840,210,Orange,Orange,Able Sisters,All Year,No,Elegant,Yes
