Category,DIY,Sell,Color 1,Color 2,Source,Seasonal Availability,Mannequin Piece,Style,Villager Equippable
tops,No,240,Black,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,240,White,White,Able Sisters,All Year,Yes,Simple,Yes
tops,No,300,Blue,Yellow,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Red,Orange,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Gray,Blue,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Orange,Blue,Able Sisters,All Year,No,Simple,Yes
tops,No,300,White,Yellow,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Light blue,Blue,Able Sisters,All Year,Yes,Simple,Yes
tops,No,240,Red,Brown,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Green,Green,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Pink,Purple,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Yellow,Green,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Gray,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Blue,Red,Able Sisters,All Year,No,Elegant,Yes
tops,No,300,White,Blue,Able Sisters,All Year,No,Elegant,Yes
tops,No,300,White,Red,Able Sisters,All Year,No,Elegant,Yes
tops,No,300,Pink,Black,Able Sisters,All Year,No,Elegant,Yes
tops,No,300,Brown,Black,Able Sisters,All Year,No,Elegant,Yes
tops,No,300,Gray,Light blue,Able Sisters,All Year,No,Elegant,Yes
tops,No,625,Orange,Green,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,625,Blue,Purple,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,625,Red,Orange,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,625,Yellow,Green,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,625,Green,Light blue,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,625,Purple,Red,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,625,Green,Blue,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,625,White,Green,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,280,Green,Orange,Able Sisters,Winter,No,Simple,Yes
tops,No,280,Blue,Beige,Able Sisters,Winter,No,Simple,Yes
tops,No,280,Beige,Brown,Able Sisters,Winter,No,Simple,Yes
tops,No,280,Red,Brown,Able Sisters,Winter,No,Simple,Yes
tops,No,525,Beige,Blue,Able Sisters,All Year,No,Simple,Yes
tops,No,525,Red,Brown,Able Sisters,All Year,Yes,Simple,Yes
tops,No,525,Blue,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,525,Light blue,Green,Able Sisters,All Year,No,Simple,Yes
tops,No,525,Orange,Brown,Able Sisters,All Year,No,Simple,Yes
tops,No,300,White,Blue,Able Sisters,All Year,No,Active,Yes
tops,No,300,Blue,Black,Able Sisters,All Year,No,Active,Yes
tops,No,300,Red,Black,Able Sisters,All Year,No,Active,Yes
tops,No,300,Black,Yellow,Able Sisters,All Year,No,Active,Yes
tops,No,300,Green,Red,Able Sisters,All Year,No,Active,Yes
tops,No,300,Orange,Gray,Able Sisters,All Year,No,Active,Yes
tops,No,300,Light blue,Purple,Able Sisters,All Year,No,Active,Yes
tops,No,300,Pink,Purple,Able Sisters,All Year,No,Active,Yes
tops,No,420,Black,Yellow,Able Sisters,All Year,Yes,Active,Yes
tops,No,420,White,Yellow,Able Sisters,All Year,No,Active,Yes
tops,No,420,Purple,Yellow,Able Sisters,All Year,No,Active,Yes
tops,No,420,Red,Yellow,Able Sisters,All Year,No,Active,Yes
tops,No,160,Yellow,Black,Nook Shopping Catalog,Summer,No,Active,Yes
tops,No,350,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
tops,No,350,Light blue,Light blue,Able Sisters,All Year,No,Simple,Yes
tops,No,350,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
tops,No,350,Black,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,350,White,White,Able Sisters,All Year,No,Simple,Yes
tops,No,280,Light blue,White,Able Sisters,Summer,No,Active,Yes
tops,No,280,Blue,White,Able Sisters,Summer,No,Active,Yes
tops,No,280,Blue,White,Able Sisters,Summer,No,Active,Yes
tops,No,280,Black,White,Able Sisters,Summer,No,Active,Yes
tops,No,280,White,White,Able Sisters,Summer,No,Active,Yes
tops,No,625,Brown,Brown,Able Sisters,All Year,No,Elegant,Yes
tops,No,625,Gray,Gray,Able Sisters,All Year,No,Elegant,Yes
tops,No,625,Beige,Beige,Able Sisters,All Year,No,Elegant,Yes
tops,No,210,Pink,White,Able Sisters,All Year,No,Active,Yes
tops,No,210,Red,White,Able Sisters,All Year,No,Active,Yes
tops,No,210,Blue,White,Able Sisters,All Year,No,Active,Yes
tops,No,210,Yellow,White,Able Sisters,All Year,No,Active,Yes
tops,No,210,Green,White,Able Sisters,All Year,No,Active,Yes
tops,No,210,Beige,White,Able Sisters,All Year,No,Active,Yes
tops,No,210,Black,White,Able Sisters,All Year,No,Active,Yes
tops,No,540,White,Red,Able Sisters,All Year,No,Simple,Yes
tops,No,540,White,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Pink,Pink,Able Sisters,Summer,No,Cute,Yes
tops,No,240,Light blue,Blue,Able Sisters,Summer,No,Cute,Yes
tops,No,240,Yellow,Orange,Able Sisters,Summer,No,Cute,Yes
tops,No,240,Purple,Pink,Able Sisters,Summer,No,Cute,Yes
tops,No,400,Light blue,Pink,Able Sisters,All Year,No,Cute,Yes
tops,No,400,Pink,Orange,Able Sisters,All Year,No,Cute,Yes
tops,No,400,Green,Yellow,Able Sisters,All Year,No,Cute,Yes
tops,No,400,Blue,Green,Able Sisters,All Year,No,Cute,Yes
tops,No,400,Light blue,Yellow,Able Sisters,All Year,No,Cute,Yes
tops,No,400,Gray,Yellow,Able Sisters,All Year,No,Cute,Yes
tops,No,380,Black,White,Able Sisters,All Year,No,Simple,Yes
tops,No,380,Blue,White,Able Sisters,All Year,No,Simple,Yes
tops,No,380,Green,White,Able Sisters,All Year,No,Simple,Yes
tops,No,380,Red,White,Able Sisters,All Year,No,Simple,Yes
tops,No,280,Blue,Blue,Able Sisters,Winter,No,Active,Yes
tops,No,280,Black,Black,Able Sisters,Winter,No,Active,Yes
tops,No,280,Red,Red,Able Sisters,Winter,No,Active,Yes
tops,No,280,White,White,Able Sisters,Winter,No,Active,Yes
tops,No,280,Green,Green,Able Sisters,Winter,No,Active,Yes
tops,No,280,Yellow,Yellow,Able Sisters,Winter,No,Active,Yes
tops,No,280,Orange,Orange,Able Sisters,Winter,No,Active,Yes
tops,No,280,Green,Green,Able Sisters,Winter,No,Active,Yes
tops,No,420,Red,Yellow,Able Sisters,Winter,No,Active,Yes
tops,No,420,Blue,Green,Able Sisters,Winter,Yes,Active,Yes
tops,No,420,Blue,Light blue,Able Sisters,Winter,No,Active,Yes
tops,No,420,Blue,Red,Able Sisters,Winter,No,Active,Yes
tops,No,500,Black,Yellow,Able Sisters,Winter,Yes,Active,Yes
tops,No,360,Pink,Light blue,Able Sisters,Winter,No,Cute,Yes
tops,No,360,Blue,Purple,Able Sisters,Winter,No,Cute,Yes
tops,No,140,White,White,Able Sisters,All Year,No,Simple,Yes
tops,No,140,Gray,Gray,Able Sisters,All Year,No,Simple,Yes
tops,No,140,Green,Green,Able Sisters,All Year,No,Simple,Yes
tops,No,140,Pink,Pink,Able Sisters,All Year,No,Simple,Yes
tops,No,140,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
tops,No,350,Brown,Black,Able Sisters,All Year,Yes,Cool,Yes
tops,No,350,Green,Black,Able Sisters,All Year,No,Cool,Yes
tops,No,350,Blue,Black,Able Sisters,All Year,No,Cool,Yes
tops,No,350,Yellow,Black,Able Sisters,All Year,No,Cool,Yes
tops,No,140,Black,White,Nook Shopping Catalog,All Year,No,Active,Yes
tops,No,490,Green,Red,Able Sisters,All Year,No,Elegant,Yes
tops,No,490,Blue,Blue,Able Sisters,All Year,No,Elegant,Yes
tops,No,490,Brown,Green,Able Sisters,All Year,No,Elegant,Yes
tops,No,490,Red,Pink,Able Sisters,All Year,No,Elegant,Yes
tops,No,240,Red,White,Able Sisters,Summer,No,Cute,Yes
tops,No,240,Purple,White,Able Sisters,Summer,No,Cute,Yes
tops,No,240,Blue,White,Able Sisters,Summer,No,Cute,Yes
tops,No,240,Pink,White,Able Sisters,Summer,No,Cute,Yes
tops,No,240,Green,White,Able Sisters,Summer,No,Cute,Yes
tops,No,240,Orange,White,Able Sisters,Summer,No,Cute,Yes
tops,No,240,Blue,White,Able Sisters,Summer,No,Cute,Yes
tops,No,240,Yellow,Light blue,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Light blue,Pink,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Purple,Green,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Pink,Yellow,Able Sisters,All Year,No,Simple,Yes
tops,No,280,Beige,Orange,Able Sisters,All Year,Yes,Active,Yes
tops,No,280,Green,Red,Able Sisters,All Year,No,Active,Yes
tops,No,280,Gray,Green,Able Sisters,All Year,No,Active,Yes
tops,No,280,Blue,Yellow,Able Sisters,All Year,No,Active,Yes
tops,No,300,Red,Black,Able Sisters,Winter,Yes,Cool,Yes
tops,No,300,White,Black,Able Sisters,Winter,No,Cool,Yes
tops,No,420,Beige,White,Able Sisters,Winter,No,Elegant,Yes
tops,No,420,Pink,White,Able Sisters,Winter,Yes,Elegant,Yes
tops,No,420,Green,White,Able Sisters,Winter,No,Elegant,Yes
tops,No,420,Black,White,Able Sisters,Winter,No,Elegant,Yes
tops,No,420,Gray,White,Able Sisters,Winter,No,Elegant,Yes
tops,No,450,Blue,Red,Able Sisters,All Year,Yes,Simple,Yes
tops,No,160,Beige,Yellow,Fishing Tourney,All Year,No,Simple,Yes
tops,No,360,Red,White,Able Sisters,All Year,No,Active,Yes
tops,No,360,Blue,White,Able Sisters,All Year,No,Active,Yes
tops,No,360,Orange,White,Able Sisters,All Year,No,Active,Yes
tops,No,360,Purple,White,Able Sisters,All Year,No,Active,Yes
tops,No,360,Black,White,Able Sisters,All Year,No,Active,Yes
tops,No,360,Pink,White,Able Sisters,All Year,No,Active,Yes
tops,No,360,Green,White,Able Sisters,All Year,No,Active,Yes
tops,No,360,Green,White,Able Sisters,All Year,No,Active,Yes
tops,No,200,Green,Black,Able Sisters,All Year,No,Active,Yes
tops,No,200,Pink,Black,Able Sisters,All Year,No,Active,Yes
tops,No,200,Light blue,Black,Able Sisters,All Year,No,Active,Yes
tops,No,200,Orange,Black,Able Sisters,All Year,No,Active,Yes
tops,No,200,Black,Black,Able Sisters,All Year,No,Active,Yes
tops,No,200,Yellow,Black,Able Sisters,All Year,No,Active,Yes
tops,No,200,Red,Black,Able Sisters,All Year,No,Active,Yes
tops,No,200,Purple,Black,Able Sisters,All Year,Yes,Active,Yes
tops,No,140,Orange,White,Nook Shopping Catalog,All Year,No,Active,Yes
tops,No,200,Red,Black,Able Sisters,Summer,No,Active,Yes
tops,No,300,Red,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Green,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Blue,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Beige,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Purple,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Red,Colorful,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,300,Blue,Colorful,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,490,White,Red,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,490,Black,Yellow,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,490,Purple,Blue,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,490,Red,Black,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,490,Green,Green,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,490,Yellow,Purple,Able Sisters,All Year,No,Gorgeous,Yes
tops,No,420,Brown,Beige,Able Sisters,Winter,Yes,Cool,Yes
tops,No,420,Black,Gray,Able Sisters,Winter,No,Cool,Yes
tops,No,420,Green,Orange,Able Sisters,Winter,No,Cool,Yes
tops,No,300,Red,White,Able Sisters,Winter,No,Cute,Yes
tops,No,300,Green,Orange,Able Sisters,Winter,No,Cute,Yes
tops,No,300,White,Red,Able Sisters,Winter,No,Cute,Yes
tops,No,300,Yellow,Red,Able Sisters,Winter,No,Cute,Yes
tops,No,325,Red,Beige,Able Sisters,Winter,No,Simple,Yes
tops,No,325,Brown,Yellow,Able Sisters,Winter,No,Simple,Yes
tops,No,325,Light blue,Gray,Able Sisters,Winter,No,Simple,Yes
tops,No,280,Green,White,Able Sisters,All Year,No,Active,Yes
tops,No,280,White,Black,Able Sisters,All Year,No,Active,Yes
tops,No,280,Yellow,Black,Able Sisters,All Year,No,Active,Yes
tops,No,280,Red,White,Able Sisters,All Year,No,Active,Yes
tops,No,280,Blue,White,Able Sisters,All Year,No,Active,Yes
tops,No,280,Green,Black,Able Sisters,All Year,No,Active,Yes
tops,No,280,Orange,Black,Able Sisters,All Year,No,Active,Yes
tops,No,280,Black,White,Able Sisters,All Year,No,Active,Yes
tops,No,140,Purple,White,Nook Shopping Catalog,All Year,No,Active,Yes
tops,No,160,Beige,Green,Nook Shopping Catalog,All Year,No,Active,Yes
tops,No,200,Blue,Blue,Able Sisters,Summer,No,Active,Yes
tops,No,200,Pink,Pink,Able Sisters,Summer,Yes,Active,Yes
tops,No,200,Yellow,Yellow,Able Sisters,Summer,Yes,Active,Yes
tops,No,200,Gray,Gray,Able Sisters,Summer,No,Active,Yes
tops,No,160,Black,Black,Able Sisters,Summer,No,Active,Yes
tops,No,160,White,White,Able Sisters,Summer,No,Active,Yes
tops,No,160,Red,Red,Able Sisters,Summer,Yes,Active,Yes
tops,No,160,Yellow,Yellow,Able Sisters,Summer,No,Active,Yes
tops,No,325,Blue,Blue,Able Sisters,All Year,No,Simple,Yes
tops,No,325,Beige,Beige,Able Sisters,All Year,No,Simple,Yes
tops,No,325,Brown,Brown,Able Sisters,All Year,No,Simple,Yes
tops,No,325,Green,Green,Able Sisters,All Year,No,Simple,Yes
tops,No,325,Red,Gray,Able Sisters,All Year,No,Simple,Yes
tops,No,280,Pink,Pink,Able Sisters,Summer,No,Cute,Yes
tops,No,280,Blue,Purple,Able Sisters,Summer,No,Cute,Yes
tops,No,280,Orange,Orange,Able Sisters,Summer,No,Cute,Yes
tops,No,280,Green,Green,Able Sisters,Summer,No,Cute,Yes
tops,No,280,Black,White,Able Sisters,Summer,Yes,Cool,Yes
tops,No,280,Blue,White,Able Sisters,Summer,No,Cool,Yes
tops,No,280,Red,Black,Able Sisters,Summer,No,Cool,Yes
tops,No,280,Gray,Black,Able Sisters,Summer,No,Cool,Yes
tops,No,240,Red,White,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Green,White,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Blue,White,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Black,White,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Orange,White,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Pink,White,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Purple,White,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Light blue,White,Able Sisters,All Year,No,Simple,Yes
tops,No,280,Black,Yellow,Able Sisters,Summer,No,Cool,Yes
tops,No,280,White,Yellow,Able Sisters,Summer,No,Cool,Yes
tops,No,500,Brown,Brown,Able Sisters,Winter,No,Elegant,Yes
tops,No,500,Black,Black,Able Sisters,Winter,No,Elegant,Yes
tops,No,500,Light blue,Blue,Able Sisters,Winter,No,Elegant,Yes
tops,No,500,Red,Brown,Able Sisters,Winter,No,Elegant,Yes
tops,No,360,Orange,Orange,Able Sisters,All Year,No,Cool,Yes
tops,No,360,Green,Green,Able Sisters,All Year,No,Cool,Yes
tops,No,360,Red,Red,Able Sisters,All Year,No,Cool,Yes
tops,No,420,Orange,Beige,Able Sisters,All Year,Yes,Active,Yes
tops,No,420,Brown,Blue,Able Sisters,All Year,No,Active,Yes
tops,No,420,Beige,Pink,Able Sisters,All Year,No,Active,Yes
tops,No,280,Green,Green,Able Sisters,Summer,No,Cool,Yes
tops,No,280,Red,Red,Able Sisters,Summer,No,Cool,Yes
tops,No,280,Brown,Brown,Able Sisters,Summer,No,Cool,Yes
tops,No,280,Blue,Blue,Able Sisters,Summer,Yes,Cool,Yes
tops,No,200,White,Green,Able Sisters,All Year,No,Simple,Yes
tops,No,200,White,Red,Able Sisters,All Year,No,Simple,Yes
tops,No,200,White,Yellow,Able Sisters,All Year,No,Simple,Yes
tops,No,160,White,Red,Able Sisters,All Year,No,Active,Yes
tops,No,160,White,Blue,Able Sisters,All Year,No,Active,Yes
tops,No,160,White,Green,Able Sisters,All Year,No,Active,Yes
tops,No,160,White,Black,Able Sisters,All Year,No,Active,Yes
tops,No,160,Black,Orange,Nook Shopping Catalog,All Year,No,Simple,Yes
tops,No,210,Orange,Orange,Able Sisters,All Year,No,Elegant,Yes
tops,No,210,White,White,Able Sisters,All Year,No,Elegant,Yes
tops,No,210,Black,Black,Able Sisters,All Year,No,Elegant,Yes
tops,No,210,Blue,Blue,Able Sisters,All Year,No,Elegant,Yes
tops,No,210,Green,Green,Able Sisters,All Year,No,Elegant,Yes
tops,No,210,Red,Red,Able Sisters,All Year,No,Elegant,Yes
tops,No,125,Red,Light blue,International Children's Day,All Year,No,Active,Yes
tops,No,280,Blue,Beige,Able Sisters,Winter,No,Simple,Yes
tops,No,280,Green,Beige,Able Sisters,Winter,No,Simple,Yes
tops,No,280,Brown,Beige,Able Sisters,Winter,No,Simple,Yes
tops,No,280,Purple,Beige,Able Sisters,Winter,No,Simple,Yes
tops,No,240,Blue,White,Able Sisters,Summer,No,Active,Yes
tops,No,240,Red,White,Able Sisters,Summer,No,Active,Yes
tops,No,240,Gray,White,Able Sisters,Summer,No,Active,Yes
tops,No,240,Green,White,Able Sisters,Summer,No,Active,Yes
tops,No,240,Purple,White,Able Sisters,Summer,No,Active,Yes
tops,No,437,Red,White,Able Sisters,Winter,No,Active,Yes
tops,No,250,Pink,White,Able Sisters,All Year,No,Cute,Yes
tops,No,250,Light blue,White,Able Sisters,All Year,No,Cute,Yes
tops,No,250,Red,White,Able Sisters,All Year,No,Cute,Yes
tops,No,250,Purple,White,Able Sisters,All Year,No,Cute,Yes
tops,No,250,Green,White,Able Sisters,All Year,No,Cute,Yes
tops,No,250,Pink,Red,Able Sisters,Winter,No,Cute,Yes
tops,No,250,Red,White,Able Sisters,Winter,Yes,Cute,Yes
tops,No,250,Orange,Orange,Able Sisters,All Year,No,Active,Yes
tops,No,250,Green,Green,Able Sisters,All Year,No,Active,Yes
tops,No,250,Blue,Blue,Able Sisters,All Year,No,Active,Yes
tops,No,250,Red,Red,Able Sisters,All Year,No,Active,Yes
tops,No,160,Black,White,Nook Shopping Catalog,All Year,No,Simple,Yes
tops,No,240,Green,Green,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Yellow,Yellow,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Light blue,Light blue,Able Sisters,All Year,No,Simple,Yes
tops,No,240,Purple,Purple,Able Sisters,All Year,No,Simple,Yes
tops,No,160,Beige,Brown,Nook Shopping Catalog,All Year,No,Simple,Yes
tops,No,300,White,Yellow,Able Sisters,Summer,No,Simple,Yes
tops,No,300,Gray,Blue,Able Sisters,Summer,No,Simple,Yes
tops,No,300,Black,Red,Able Sisters,Summer,No,Simple,Yes
tops,No,160,Blue,Yellow,Nook Shopping Catalog,All Year,No,Simple,Yes
tops,No,140,Yellow,Orange,Nook Shopping Catalog,All Year,No,Simple,Yes
tops,No,450,Green,Red,Able Sisters,All Year,No,Cute,Yes
tops,No,450,Red,Beige,Able Sisters,All Year,No,Cute,Yes
tops,No,450,Blue,White,Able Sisters,All Year,No,Cute,Yes
tops,No,300,Red,White,Able Sisters,Summer,No,Active,Yes
tops,No,300,Orange,Pink,Able Sisters,Summer,No,Active,Yes
tops,No,300,Beige,Red,Able Sisters,Summer,No,Active,Yes
tops,No,300,Purple,White,Able Sisters,Summer,No,Active,Yes
tops,No,300,Green,White,Able Sisters,Summer,No,Active,Yes
tops,No,287,Purple,Black,Able Sisters,All Year,Yes,Simple,Yes
tops,No,287,Beige,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,287,Green,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,287,Blue,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,160,Green,Green,Able Sisters,Summer,No,Active,Yes
tops,No,160,Pink,Pink,Able Sisters,Summer,No,Active,Yes
tops,No,160,Blue,Blue,Able Sisters,Summer,No,Active,Yes
tops,No,160,White,Black,Able Sisters,Summer,No,Active,Yes
tops,No,375,Light blue,Red,Able Sisters,All Year,No,Cute,Yes
tops,No,375,Light blue,Yellow,Able Sisters,All Year,No,Cute,Yes
tops,No,375,Light blue,Pink,Able Sisters,All Year,No,Cute,Yes
tops,No,375,Light blue,Green,Able Sisters,All Year,No,Cute,Yes
tops,No,160,Green,Green,Nook Shopping Catalog,All Year,No,Simple,Yes
tops,No,450,Blue,Blue,Able Sisters,All Year,No,Active,Yes
tops,No,450,White,Gray,Able Sisters,All Year,No,Active,Yes
tops,No,450,Light blue,White,Able Sisters,All Year,No,Active,Yes
tops,No,450,Yellow,White,Able Sisters,All Year,Yes,Active,Yes
tops,No,450,Green,White,Able Sisters,All Year,No,Active,Yes
tops,No,300,Green,Green,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Gray,Gray,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Light blue,Light blue,Able Sisters,All Year,No,Simple,Yes
tops,No,300,Beige,Beige,Able Sisters,All Year,No,Simple,Yes
tops,No,567,Purple,Purple,Labelle,All Year,No,Cool,Yes
tops,No,567,Black,Black,Labelle,All Year,No,Cool,Yes
tops,No,567,Red,Red,Labelle,All Year,No,Cool,Yes
tops,No,567,Blue,Blue,Labelle,All Year,No,Cool,Yes
tops,No,567,Yellow,Yellow,Labelle,All Year,No,Cool,Yes
tops,No,567,Pink,Pink,Labelle,All Year,No,Cool,Yes
tops,No,212,Black,Black,Able Sisters,Summer,Yes,Elegant,Yes
tops,No,212,Beige,Beige,Able Sisters,Summer,No,Elegant,Yes
tops,No,212,White,White,Able Sisters,Summer,Yes,Cute,Yes
tops,No,212,Pink,Pink,Able Sisters,Summer,No,Cute,Yes
tops,No,212,Yellow,Yellow,Able Sisters,Summer,No,Cute,Yes
tops,No,212,Green,Green,Able Sisters,Summer,No,Cute,Yes
tops,No,212,Purple,Purple,Able Sisters,Summer,No,Cute,Yes
tops,No,200,Blue,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,200,White,Black,Able Sisters,All Year,No,Simple,Yes
tops,No,200,Green,White,Able Sisters,All Year,No,Simple,Yes
tops,No,200,Orange,White,Able Sisters,All Year,Yes,Simple,Yes
tops,No,200,Yellow,Yellow,Able Sisters,Summer,No,Cute,Yes
tops,No,200,Pink,Pink,Able Sisters,Summer,No,Cute,Yes
tops,No,200,Orange,Orange,Able Sisters,Summer,No,Cute,Yes
tops,No,200,Blue,Blue,Able Sisters,Summer,No,Cute,Yes
tops,No,200,Green,Green,Able Sisters,Summer,No,Cute,Yes
tops,No,200,Light blue,Light blue,Able Sisters,Summer,No,Cute,Yes
tops,No,200,Red,Red,Able Sisters,Summer,No,Cute,Yes
tops,No,200,Purple,Purple,Able Sisters,Summer,No,Cute,Yes
tops,No,200,Yellow,Black,Able Sisters,Summer,No,Cool,Yes
tops,No,200,Pink,Black,Able Sisters,Summer,No,Cool,Yes
tops,No,200,Green,Black,Able Sisters,Summer,No,Cool,Yes
tops,No,200,Gray,Black,Able Sisters,Summer,No,Cool,Yes
tops,No,270,Blue,White,Able Sisters,Winter,No,Active,Yes
tops,No,270,Red,White,Able Sisters,Winter,No,Active,Yes
tops,No,270,Green,White,Able Sisters,Winter,No,Active,Yes
tops,No,270,Beige,White,Able Sisters,Winter,No,Active,Yes
tops,No,280,Green,Orange,Able Sisters,Summer,Yes,Active,Yes
tops,No,280,Blue,Orange,Able Sisters,Summer,No,Active,Yes
tops,No,280,Red,Green,Able Sisters,Summer,No,Active,Yes
tops,No,280,Purple,Yellow,Able Sisters,Summer,No,Active,Yes
tops,No,280,Pink,Light blue,Able Sisters,Summer,No,Active,Yes
tops,No,280,Gray,Orange,Able Sisters,Summer,No,Active,Yes
tops,No,160,Black,Colorful,Able Sisters,Summer,No,Active,Yes
tops,No,160,White,Colorful,Able Sisters,Summer,No,Active,Yes
tops,No,240,Purple,Green,Able Sisters,Summer,No,Cool,Yes
tops,No,240,Blue,Green,Able Sisters,Summer,No,Cool,Yes
tops,No,240,Green,Black,Able Sisters,Summer,No,Cool,Yes
tops,No,240,Red,Pink,Able Sisters,Summer,No,Cool,Yes
tops,No,160,Green,Yellow,Nook Shopping Catalog,All Year,No,Elegant,Yes
tops,No,420,Green,Green,Able Sisters,Winter,Yes,Simple,Yes
tops,No,420,Brown,Brown,Able Sisters,Winter,No,Simple,Yes
tops,No,88,Orange,Light blue,Mom,All Year,No,Cute,Yes
tops,No,88,Beige,Colorful,Mom,All Year,No,Cute,Yes
tops,No,88,Green,Colorful,Mom,All Year,No,Cute,Yes
tops,No,88,Yellow,Green,Mom,All Year,No,Cute,Yes
tops,No,88,Blue,Brown,Mom,All Year,No,Cute,Yes
tops,No,88,Blue,Beige,Mom,All Year,No,Cute,Yes
tops,No,88,Red,Colorful,Mom,All Year,No,Cute,Yes
tops,No,88,Pink,Yellow,Mom,All Year,No,Cute,Yes
tops,No,88,Orange,Yellow,Mom,All Year,No,Cute,Yes
tops,No,88,Gray,White,Mom,All Year,No,Cute,Yes
tops,No,88,Green,White,Mom,All Year,No,Cute,Yes
tops,No,88,Colorful,White,Mom,All Year,No,Cute,Yes
tops,No,88,Pink,White,Mom,All Year,No,Cute,Yes
tops,No,88,Blue,Gray,Mom,All Year,No,Cute,Yes
tops,No,88,Green,White,Mom,All Year,No,Cute,Yes
tops,No,88,Blue,White,Mom,All Year,No,Cute,Yes
tops,No,625,Black,Gray,Able Sisters,All Year,No,Elegant,Yes
tops,No,350,Red,Red,Able Sisters,All Year,No,Active,Yes
tops,No,350,Blue,Blue,Able Sisters,All Year,Yes,Active,Yes
tops,No,350,Green,Green,Able Sisters,All Year,No,Active,Yes
tops,No,350,Black,Black,Able Sisters,All Year,No,Active,Yes
tops,No,420,Beige,Gray,Able Sisters,All Year,No,Simple,Yes
tops,No,420,Gray,Light blue,Able Sisters,All Year,No,Simple,Yes
tops,No,420,Green,Beige,Able Sisters,All Year,No,Simple,Yes
tops,No,160,Gray,Yellow,Able Sisters,All Year,No,Active,Yes
tops,No,160,Yellow,Black,Able Sisters,All Year,No,Active,Yes
tops,No,160,Purple,Yellow,Able Sisters,All Year,No,Active,Yes
tops,No,160,Pink,White,Able Sisters,All Year,No,Active,Yes
tops,No,160,Black,Orange,Able Sisters,All Year,No,Active,Yes
tops,No,160,Red,Black,Able Sisters,All Year,No,Active,Yes
tops,No,160,Green,Black,Able Sisters,All Year,No,Active,Yes
tops,No,160,Blue,White,Able Sisters,All Year,No,Active,Yes
tops,No,300,Black,Yellow,Able Sisters,All Year,Yes,Active,Yes
tops,No,300,Red,Blue,Able Sisters,All Year,No,Active,Yes
tops,No,300,Purple,Pink,Able Sisters,All Year,No,Active,Yes
tops,No,300,Light blue,Green,Able Sisters,All Year,No,Active,Yes
tops,No,160,White,Blue,Nook Shopping Catalog,All Year,No,Simple,Yes
tops,No,160,Pink,White,Nook Shopping Catalog,All Year,No,Simple,Yes
tops,No,140,Orange,White,Nook Shopping Catalog,All Year,No,Active,Yes
